
DATE,OSS_KEYWORD,USERS,SITE_VISITS,RANK,KEYWORD_CATEGORY
2021-05-20,berserk,115.607330861,120.862209536,2,Miscellaneous
2021-05-20,ps5,89.332937483,94.587816159,3,Toy & Games
2021-05-20,fire tv stick,79.874155867,79.874155867,4,TV
2021-05-20,headphones,75.670252927,76.721228662,5,Computer
2021-05-20,gift card,65.160495576,68.313422781,6,Gift Card
2021-05-20,webcam,63.058544106,65.160495576,7,Computer
2021-05-20,fan,59.9056169,62.007568371,8,Appliance
2021-05-20,air conditioner,58.854641165,63.058544106,9,Air Conditioner
2021-05-20,laptop,57.80366543,63.058544106,10,Computer
2021-05-21,invincible,177.280417135,195.883917699,1,Movie
2021-05-21,fire tv stick,83.168590755,83.168590755,2,TV
2021-05-21,monitor,71.131031567,73.319678692,3,Computer
2021-05-21,ps5,67.848060879,73.319678692,4,Toy & Games
2021-05-21,office chair,64.565090191,67.848060879,5,Furniture
2021-05-21,ssd,57.999148816,63.470766629,6,Computer
2021-05-21,air conditioner,56.904825253,61.282119504,7,Air Conditioner
2021-05-21,nintendo switch,55.810501691,56.904825253,8,Toy & Games
2021-05-21,headphones,54.716178128,55.810501691,9,Computer
2021-05-21,gift card,52.527531003,53.621854566,10,Gift Card
2021-05-22,invincible,153.210369266,166.649875342,1,Movie
2021-05-22,fire tv stick,124.987406506,124.987406506,2,TV
2021-05-22,air conditioner,77.949135241,86.012838886,3,Air Conditioner
2021-05-22,fan,77.949135241,77.949135241,3,Appliance
2021-05-22,eggs,68.541480987,68.541480987,5,Grocery
2021-05-22,monitor,65.853579772,69.885431595,6,Computer
2021-05-22,mouse pad,65.853579772,67.19753038,6,Computer
2021-05-22,headphones,65.853579772,67.19753038,6,Computer
2021-05-22,ssd,63.165678557,68.541480987,9,Computer
2021-05-22,nintendo switch,59.133826734,60.477777342,10,Toy & Games
2021-05-22,milk,59.133826734,60.477777342,10,Grocery
2021-05-23,invincible,175.602498472,187.138429029,1,Movie
2021-05-23,air conditioner,92.287444452,92.287444452,2,Air Conditioner
2021-05-23,fan,89.723904329,94.850984576,3,Appliance
2021-05-23,milk,82.033283958,83.31505402,4,Grocery
2021-05-23,eggs,82.033283958,87.160364205,4,Grocery
2021-05-23,ps5,71.779123463,73.060893525,6,Toy & Games
2021-05-23,nintendo switch,70.497353401,76.90620371,7,Toy & Games
2021-05-23,kindle,69.215583339,71.779123463,8,Computer
2021-05-23,optiplex 7070 ultra desktop,69.215583339,70.497353401,8,Computer
2021-05-23,desk,67.933813278,73.060893525,10,Furniture
2021-05-24,invincible,155.302378267,166.845122598,1,Movie
2021-05-24,monitor,66.108444803,72.404487165,2,Computer
2021-05-24,headphones,61.911083228,62.960423622,3,Computer
2021-05-24,ps5,61.911083228,62.960423622,3,Toy & Games
2021-05-24,laptop,59.812402441,62.960423622,5,Computer
2021-05-24,nintendo switch,58.763062047,64.009764016,6,Toy & Games
2021-05-24,eggs,57.713721653,59.812402441,7,Grocery
2021-05-24,toilet paper,55.615040866,57.713721653,8,Grocery
2021-05-24,gift cards,53.516360079,53.516360079,9,Gift Card
2021-05-24,fidget toys,53.516360079,57.713721653,9,Toy & Games
2021-05-25,invincible,143.312601389,151.742754412,1,Movie
2021-05-25,monitor,72.710069822,74.817608078,2,Computer
2021-05-25,headphones,64.279916799,66.387455055,3,Computer
2021-05-25,nintendo switch,61.118609416,63.226147672,4,Toy & Games
2021-05-25,ps5,61.118609416,66.387455055,4,Toy & Games
2021-05-25,mouse,59.01107116,60.064840288,6,Computer
2021-05-25,fidget toys,52.688456393,56.903532904,7,Toy & Games
2021-05-25,desk,52.688456393,57.957302032,7,Furniture
2021-05-25,office chair,52.688456393,54.795994649,7,Furniture
2021-05-25,ssd,50.580918137,53.742225521,10,Computer
2021-05-26,ps5,248.611046284,253.900643014,1,Toy & Games
2021-05-26,invincible,138.587434312,154.4562245,2,Movie
2021-05-26,playstation 5,138.587434312,140.703273003,2,Toy & Games
2021-05-26,ps5 console,68.764757483,74.054354212,4,Toy & Games
2021-05-26,monitor,68.764757483,72.996434866,4,Computer
2021-05-26,nintendo switch,67.706838137,70.880596175,6,Toy & Games
2021-05-26,ring doorbell,66.648918791,66.648918791,7,Security
2021-05-26,amazon ptime,60.301402716,65.590999445,8,Amazon
2021-05-26,fan,56.069725332,57.127644678,9,Appliance
2021-05-26,laptop,55.011805986,60.301402716,10,Computer
2021-05-26,xbox series x,55.011805986,57.127644678,10,Computer
2021-05-27,ps5,245.791247521,251.157868646,1,Toy & Games
2021-05-27,playstation 5,159.925309523,165.291930648,2,Toy & Games
2021-05-27,invincible,119.138988973,127.725582773,3,Movie
2021-05-27,ps5 console,80.499316874,81.572641099,4,Toy & Games
2021-05-27,xbox series x,75.132695749,78.352668424,5,Computer
2021-05-27,monitor,66.546101949,70.839398849,6,Computer
2021-05-27,headphones,57.959508149,64.399453499,7,Computer
2021-05-27,laptop,56.886183924,60.106156599,8,Computer
2021-05-27,ssd,54.739535474,54.739535474,9,Computer
2021-05-27,keyboard,51.519562799,54.739535474,10,Computer
2021-05-28,invincible,121.843992681,129.741288503,1,Movie
2021-05-28,ps5,102.664845685,104.92121592,2,Toy & Games
2021-05-28,monitor,82.357513571,90.254809393,3,Computer
2021-05-28,kindle,63.178366575,64.306551693,4,Computer
2021-05-28,headphones,62.050181458,62.050181458,5,Computer
2021-05-28,nintendo switch,58.665626106,62.050181458,6,Toy & Games
2021-05-28,ssd,58.665626106,62.050181458,6,Computer
2021-05-28,a quiet place,56.409255871,57.537440988,8,Miscellaneous
2021-05-28,amazon ptime,55.281070753,66.562921927,9,Amazon
2021-05-28,gift cards,55.281070753,56.409255871,9,Gift Card
2021-05-29,invincible,155.730123784,165.46325652,1,Movie
2021-05-29,ps5,98.721774898,101.502669966,2,Toy & Games
2021-05-29,monitor,75.084166824,76.474614358,3,Computer
2021-05-29,office chair,69.522376689,80.645956959,4,Furniture
2021-05-29,ring doorbell,68.131929155,68.131929155,5,Security
2021-05-29,ssd,65.351034088,68.131929155,6,Computer
2021-05-29,eggs,63.960586554,63.960586554,7,Grocery
2021-05-29,amazon ptime,58.398796419,63.960586554,8,Amazon
2021-05-29,a quiet place,57.008348885,58.398796419,9,Miscellaneous
2021-05-29,keyboard,55.617901351,57.008348885,10,Computer
2021-05-30,invincible,154.130361715,174.958788974,1,Movie
2021-05-30,ps5,95.810765391,97.199327208,2,Toy & Games
2021-05-30,nintendo switch,84.702270853,90.256518122,3,Toy & Games
2021-05-30,ssd,72.205214497,76.370899949,4,Computer
2021-05-30,monitor,70.81665268,76.370899949,5,Computer
2021-05-30,amazon ptime,69.428090863,74.982338132,6,Amazon
2021-05-30,desk,69.428090863,74.982338132,6,Furniture
2021-05-30,gaming chair,66.650967228,72.205214497,8,Furniture
2021-05-30,eggs,66.650967228,66.650967228,8,Grocery
2021-05-30,kindle,65.262405411,66.650967228,10,Computer
2021-05-31,invincible,116.641288799,124.331923225,1,Movie
2021-05-31,ps5,87.160523498,91.005840711,2,Toy & Games
2021-05-31,eggs,84.596978689,84.596978689,3,Grocery
2021-05-31,ring doorbell,74.342799454,75.624571858,4,Security
2021-05-31,monitor,73.06102705,76.906344263,5,Computer
2021-05-31,amazon ptime,73.06102705,78.188116667,5,Amazon
2021-05-31,toilet paper,71.779254645,71.779254645,7,Grocery
2021-05-31,nintendo switch,70.497482241,71.779254645,8,Toy & Games
2021-05-31,laptop,69.215709837,78.188116667,9,Computer
2021-05-31,bread,62.806847815,62.806847815,10,Grocery
2021-06-01,invincible,86.662868792,89.872604673,1,Movie
2021-06-01,monitor,85.592956831,92.012428594,2,Computer
2021-06-01,ps5,81.31330899,82.38322095,3,Toy & Games
2021-06-01,headphones,74.893837228,77.033661148,4,Computer
2021-06-01,keyboard,62.054893703,62.054893703,5,Computer
2021-06-01,webcam,59.915069782,60.984981742,6,Computer
2021-06-01,eggs,57.775245861,57.775245861,7,Grocery
2021-06-01,office chair,54.56550998,56.705333901,8,Furniture
2021-06-01,amazon ptime,53.49559802,58.845157822,9,Amazon
2021-06-01,toilet paper,52.425686059,52.425686059,10,Grocery
2021-06-02,ps5,138.344708571,150.141544186,1,Toy & Games
2021-06-02,rtx 3080 ti,127.620312558,143.706906578,2,Graphics card
2021-06-02,invincible,86.867607707,95.447124518,3,Movie
2021-06-02,gift card,85.795168106,86.867607707,4,Gift Card
2021-06-02,gift cards,70.781013688,71.853453289,5,Gift Card
2021-06-02,monitor,69.708574086,71.853453289,6,Computer
2021-06-02,desk,65.418815681,70.781013688,7,Furniture
2021-06-02,headphones,65.418815681,65.418815681,7,Computer
2021-06-02,ipad,63.273936478,63.273936478,9,Computer
2021-06-02,3080 ti,60.056617674,71.853453289,10,Graphics card
2021-06-03,rtx 3080 ti,268.400417092,359.310235784,1,Graphics card
2021-06-03,3080 ti,126.624390322,163.421221697,2,Graphics card
2021-06-03,ps5,108.225974634,113.637273366,3,Toy & Games
2021-06-03,family man,107.143714888,112.555013619,4,Movie
2021-06-03,invincible,84.416260214,87.663039453,5,Movie
2021-06-03,monitor,82.251740722,83.334000468,6,Computer
2021-06-03,gift cards,70.346883512,70.346883512,7,Gift Card
2021-06-03,gift card,63.853325034,64.93558478,8,Gift Card
2021-06-03,amazon ptime,62.771065288,68.182364019,9,Amazon
2021-06-03,nintendo switch,60.606545795,61.688805541,10,Toy & Games
2021-06-04,family man,103.921582693,110.699077217,1,Movie
2021-06-04,monitor,92.625758487,99.403253011,2,Computer
2021-06-04,invincible,80.200351861,83.589099123,3,Movie
2021-06-04,ps5,75.682022179,76.811604599,4,Toy & Games
2021-06-04,gift cards,66.645362814,70.034110076,5,Gift Card
2021-06-04,desk,63.256615552,65.515780393,6,Furniture
2021-06-04,rtx 3080 ti,62.127033132,74.552439758,7,Graphics card
2021-06-04,amazon ptime,60.997450711,67.774945235,8,Amazon
2021-06-04,keyboard,59.867868291,62.127033132,9,Computer
2021-06-04,gaming chair,59.867868291,59.867868291,9,Furniture
2021-06-05,family man,121.844875777,136.904354806,1,Movie
2021-06-05,invincible,88.987830624,94.464004816,2,Movie
2021-06-05,ps5,69.821220951,71.190264499,3,Toy & Games
2021-06-05,tv,67.083133855,68.452177403,4,TV
2021-06-05,nintendo switch,65.714090307,68.452177403,5,Toy & Games
2021-06-05,gift cards,62.976003211,65.714090307,6,Gift Card
2021-06-05,eggs,62.976003211,64.345046759,6,Grocery
2021-06-05,keyboard,60.237916114,60.237916114,8,Computer
2021-06-05,amazon ptime,60.237916114,62.976003211,8,Amazon
2021-06-05,headphones,60.237916114,60.237916114,8,Computer
2021-06-06,invincible,96.244954413,104.048599366,1,Movie
2021-06-06,family man,94.944346921,105.349206858,2,Movie
2021-06-06,ps5,88.441309461,89.741916953,3,Toy & Games
2021-06-06,fan,83.238879493,91.042524445,4,Appliance
2021-06-06,headphones,80.637664508,81.938272001,5,Computer
2021-06-06,monitor,78.036449524,83.238879493,6,Computer
2021-06-06,air conditioner,76.735842032,78.036449524,7,Air Conditioner
2021-06-06,nintendo switch,63.729767112,65.030374604,8,Toy & Games
2021-06-06,amazon ptime,61.128552127,66.330982096,9,Amazon
2021-06-06,bread,59.827944635,61.128552127,10,Grocery
2021-06-07,monitor,98.933404381,104.36930572,1,Computer
2021-06-07,amazon gift card,94.584683309,98.933404381,2,Gift Card
2021-06-07,invincible,88.061601701,93.497503041,3,Movie
2021-06-07,fan,88.061601701,94.584683309,3,Appliance
2021-06-07,air conditioner,85.887241166,94.584683309,5,Air Conditioner
2021-06-07,ps5,84.800060898,88.061601701,6,Toy & Games
2021-06-07,amazon ptime,71.753897683,78.27697929,7,Amazon
2021-06-07,desk,67.405176611,77.189799022,8,Furniture
2021-06-07,gaming pc,66.317996343,75.015438486,9,Computer
2021-06-07,gift cards,65.230816075,67.405176611,10,Gift Card
2021-06-07,airpods,65.230816075,70.666717415,10,Airpods
2021-06-08,invincible,89.116594853,95.637321305,1,Movie
2021-06-08,fan,85.856231626,90.203382595,2,Appliance
2021-06-08,ps5,70.641203237,72.814778721,3,Toy & Games
2021-06-08,air conditioner,69.554415495,76.075141947,4,Air Conditioner
2021-06-08,headphones,68.467627753,69.554415495,5,Computer
2021-06-08,portable ac,67.38084001,69.554415495,6,Air Conditioner
2021-06-08,monitor,67.38084001,69.554415495,6,Computer
2021-06-08,gift cards,66.294052268,67.38084001,8,Gift Card
2021-06-08,amazon gift card,66.294052268,66.294052268,8,Gift Card
2021-06-08,office chair,65.207264526,70.641203237,10,Furniture
2021-06-09,ps5,106.447186628,109.739367658,1,Toy & Games
2021-06-09,invincible,82.304525744,89.98628148,2,Movie
2021-06-09,nintendo switch,69.135801625,71.330588978,3,Toy & Games
2021-06-09,monitor,64.746226918,68.038407948,4,Computer
2021-06-09,laptop,64.746226918,68.038407948,4,Computer
2021-06-09,fan,62.551439565,65.843620595,6,Appliance
2021-06-09,kindle,59.259258535,61.454045888,7,Computer
2021-06-09,fathers day gifts,59.259258535,59.259258535,7,Holiday
2021-06-09,ssd,57.064471182,58.161864859,9,Computer
2021-06-09,portable air conditioner,55.967077506,58.161864859,10,Air Conditioner
2021-06-09,office chair,55.967077506,61.454045888,10,Furniture
2021-06-10,ps5,117.801632357,123.358313128,1,Toy & Games
2021-06-10,rtx 3070 ti,102.242926196,122.246976974,2,Graphics card
2021-06-10,3070 ti,77.793530802,102.242926196,3,Graphics card
2021-06-10,monitor,76.682194647,80.01620311,4,Computer
2021-06-10,playstation 5,73.348186184,73.348186184,5,Toy & Games
2021-06-10,invincible,72.23685003,76.682194647,6,Movie
2021-06-10,gift cards,66.680169258,66.680169258,7,Gift Card
2021-06-10,headphones,63.346160796,64.45749695,8,Computer
2021-06-10,office chair,62.234824641,65.568833104,9,Furniture
2021-06-10,amazon ptime,58.900816178,64.45749695,10,Amazon
2021-06-11,ps5,107.620998389,109.935428462,1,Toy & Games
2021-06-11,gift cards,64.804042041,65.961257077,2,Gift Card
2021-06-11,monitor,64.804042041,68.27568715,2,Computer
2021-06-11,invincible,63.646827004,67.118472114,4,Movie
2021-06-11,laptop,56.703536786,60.175181895,5,Computer
2021-06-11,toilet paper,50.917461604,50.917461604,6,Grocery
2021-06-11,playstation 5,50.917461604,50.917461604,6,Toy & Games
2021-06-11,ssd,49.760246567,53.231891676,8,Computer
2021-06-11,webcam,49.760246567,54.389106713,8,Computer
2021-06-11,fathers day gifts,48.603031531,49.760246567,10,Holiday
2021-06-11,nintendo switch,48.603031531,50.917461604,10,Toy & Games
2021-06-12,ps5,105.997634174,111.576457026,1,Toy & Games
2021-06-12,invincible,87.866459908,94.839988472,2,Movie
2021-06-12,fathers day gifts,66.945874215,68.340579928,3,Holiday
2021-06-12,headphones,64.15646279,65.551168503,4,Computer
2021-06-12,nintendo switch,64.15646279,66.945874215,4,Toy & Games
2021-06-12,laptop,64.15646279,68.340579928,4,Computer
2021-06-12,gift cards,61.367051364,61.367051364,7,Gift Card
2021-06-12,eggs,59.972345651,62.761757077,8,Grocery
2021-06-12,ssd,57.182934226,57.182934226,9,Computer
2021-06-12,office chair,57.182934226,58.577639938,9,Furniture
2021-06-13,ps5,125.449679112,129.496442954,1,Toy & Games
2021-06-13,invincible,98.471253497,107.913702462,2,Movie
2021-06-13,xbox series x,82.284198127,86.33096197,3,Computer
2021-06-13,fathers day gifts,78.237434285,82.284198127,4,Holiday
2021-06-13,headphones,76.888513004,80.935276846,5,Computer
2021-06-13,nintendo switch,76.888513004,82.284198127,5,Toy & Games
2021-06-13,monitor,74.190670443,76.888513004,7,Computer
2021-06-13,laptop,71.492827881,72.841749162,8,Computer
2021-06-13,playstation 5,66.097142758,72.841749162,9,Toy & Games
2021-06-13,fan,66.097142758,66.097142758,9,Appliance
2021-06-13,ssd,66.097142758,67.446064039,9,Computer
2021-06-13,tv,66.097142758,67.446064039,9,TV
2021-06-14,ps5,109.502453413,113.971941308,1,Toy & Games
2021-06-14,fathers day gifts,100.563477625,106.150337493,2,Holiday
2021-06-14,headphones,82.685526047,82.685526047,3,Computer
2021-06-14,monitor,72.629178284,74.863922232,4,Computer
2021-06-14,xbox series x,72.629178284,78.216038152,4,Computer
2021-06-14,invincible,70.394434337,71.511806311,6,Movie
2021-06-14,laptop,65.924946443,69.277062364,7,Computer
2021-06-14,gift cards,63.690202496,67.042318416,8,Gift Card
2021-06-14,nintendo switch,62.572830522,63.690202496,9,Toy & Games
2021-06-14,eggs,62.572830522,67.042318416,9,Grocery
2021-06-14,earbuds,62.572830522,62.572830522,9,Cellphone
2021-06-15,metroid dread,208.439226295,274.557045388,1,Toy & Games
2021-06-15,fathers day gifts,147.924612209,152.407176215,2,Holiday
2021-06-15,ps5,115.426023163,121.029228171,3,Toy & Games
2021-06-15,nintendo switch,114.305382162,119.908587169,4,Toy & Games
2021-06-15,kindle,77.324229109,79.565511112,5,Computer
2021-06-15,invincible,77.324229109,82.927434117,5,Movie
2021-06-15,laptop,73.962306105,81.806793116,7,Computer
2021-06-15,headphones,72.841665103,73.962306105,8,Computer
2021-06-15,monitor,72.841665103,77.324229109,8,Computer
2021-06-15,fan,67.238460095,73.962306105,10,Appliance
2021-06-16,fathers day gifts,146.86416459,149.123613276,1,Holiday
2021-06-16,metroid dread,108.453536928,142.345267218,2,Toy & Games
2021-06-16,ps5,99.415742184,101.67519087,3,Toy & Games
2021-06-16,office chair,77.950979667,84.729325725,4,Furniture
2021-06-16,monitor,76.821255324,85.859050068,5,Computer
2021-06-16,nintendo switch,75.691530981,80.210428353,6,Toy & Games
2021-06-16,kindle,73.432082295,74.561806638,7,Computer
2021-06-16,laptop,71.172633609,73.432082295,8,Computer
2021-06-16,headphones,70.042909266,70.042909266,9,Computer
2021-06-16,xbox series x,66.653736237,71.172633609,10,Computer
2021-06-17,fathers day gifts,161.879635754,172.212378462,1,Holiday
2021-06-17,ps5,99.883179508,105.623592123,2,Toy & Games
2021-06-17,invincible,94.142766893,96.438931939,3,Movie
2021-06-17,nintendo switch,82.661941662,87.254271754,4,Toy & Games
2021-06-17,icarly,81.513859139,88.402354277,5,Movie
2021-06-17,airpods,81.513859139,83.810024185,5,Airpods
2021-06-17,metroid dread,72.329198954,81.513859139,7,Toy & Games
2021-06-17,headphones,71.181116431,73.477281477,8,Computer
2021-06-17,laptop,65.440703816,67.736868862,9,Computer
2021-06-17,playstation 5,63.144538769,66.588786339,10,Toy & Games
2021-06-18,fathers day gifts,190.251440019,193.863809133,1,Holiday
2021-06-18,nintendo switch,91.513350895,96.329843048,2,Toy & Games
2021-06-18,ps5,86.696858743,87.900981781,3,Toy & Games
2021-06-18,headphones,77.063874438,80.676243552,4,Computer
2021-06-18,monitor,68.635013171,68.635013171,5,Computer
2021-06-18,laptop,66.226767095,75.8597514,6,Computer
2021-06-18,keyboard,66.226767095,68.635013171,6,Computer
2021-06-18,fathers day,65.022644057,67.430890133,8,Holiday
2021-06-18,kindle,65.022644057,66.226767095,8,Computer
2021-06-18,gift card,61.410274943,62.614397981,10,Gift Card
2021-06-19,nintendo switch,102.071267123,110.577206049,1,Toy & Games
2021-06-19,laptop,102.071267123,110.577206049,1,Computer
2021-06-19,headphones,100.653610635,106.324236586,3,Computer
2021-06-19,fathers day gifts,100.653610635,100.653610635,3,Holiday
2021-06-19,invincible,89.312358732,96.400641171,5,Movie
2021-06-19,gift cards,87.894702244,89.312358732,6,Gift Card
2021-06-19,keyboard,83.641732781,85.059389269,7,Computer
2021-06-19,kindle,82.224076293,87.894702244,8,Computer
2021-06-19,ssd,82.224076293,89.312358732,8,Computer
2021-06-19,ps5,79.388763318,80.806419805,10,Toy & Games
2021-06-20,prime day deals 2021,215.2845271,223.56470122,1,Amazon
2021-06-20,laptop,133.862814928,140.762960027,2,Computer
2021-06-20,ps5,126.962669828,136.622872967,3,Toy & Games
2021-06-20,kindle,126.962669828,135.242843948,3,Computer
2021-06-20,tv,111.78235061,122.822582769,5,TV
2021-06-20,gift cards,110.40232159,113.16237963,6,Gift Card
2021-06-20,ipad,110.40232159,113.16237963,6,Computer
2021-06-20,headphones,106.26223453,107.64226355,8,Computer
2021-06-20,nintendo switch,103.502176491,107.64226355,9,Toy & Games
2021-06-20,airpods,103.502176491,110.40232159,9,Airpods
2021-06-21,air fryer,638.455682271,680.564167555,1,Appliance
2021-06-21,tv,605.451734346,662.355092837,2,TV
2021-06-21,airpods,588.380726799,627.075010573,3,Airpods
2021-06-21,laptop,584.966525289,665.769294347,4,Computer
2021-06-21,monitor,581.55232378,623.660809063,5,Computer
2021-06-21,apple watch,559.929047553,578.13812227,6,Apple Watch
2021-06-21,nintendo switch,551.962577365,579.27618944,7,Toy & Games
2021-06-21,ipad,536.029636987,557.652913214,8,Computer
2021-06-21,kindle,533.753502647,564.481316233,9,Computer
2021-06-21,lego,501.887621892,566.757450572,10,Toy & Games
2021-06-22,air fryer,416.719907584,438.293962745,1,Appliance
2021-06-22,monitor,414.448954409,437.158486158,2,Computer
2021-06-22,ps5,397.416805598,416.719907584,3,Toy & Games
2021-06-22,airpods,361.081554801,382.655609962,4,Airpods
2021-06-22,laptop,354.268695276,383.791086549,5,Computer
2021-06-22,kindle,340.642976227,350.862265514,6,Computer
2021-06-22,ipad,313.391538129,328.152733765,7,Computer
2021-06-22,apple watch,302.036772255,314.527014716,8,Apple Watch
2021-06-22,ssd,299.76581908,319.068921066,9,Computer
2021-06-22,nintendo switch,292.952959555,304.307725429,10,Toy & Games
2021-06-22,lego,292.952959555,316.797967891,10,Toy & Games
2021-06-22,tv,292.952959555,321.339874241,10,TV
2021-06-23,ps5,142.88241169,147.491521744,1,Toy & Games
2021-06-23,monitor,111.770918822,119.836861417,2,Computer
2021-06-23,airpods,97.943588658,100.248143686,3,Airpods
2021-06-23,laptop,96.791311145,100.248143686,4,Computer
2021-06-23,kindle,88.725368549,89.877646063,5,Computer
2021-06-23,ssd,88.725368549,93.334478604,5,Computer
2021-06-23,headphones,85.268536008,85.268536008,7,Computer
2021-06-23,nintendo switch,80.659425954,86.420813522,8,Toy & Games
2021-06-23,keyboard,80.659425954,81.811703468,8,Computer
2021-06-23,webcam,79.50714844,80.659425954,10,Computer
2021-06-23,office chair,79.50714844,86.420813522,10,Furniture
2021-06-24,ps5,101.357195695,106.017296647,1,Toy & Games
2021-06-24,ring doorbell,93.20201903,96.697094744,2,Security
2021-06-24,invincible,72.231564748,79.221716176,3,Movie
2021-06-24,office chair,68.736489035,68.736489035,4,Furniture
2021-06-24,xbox series x,68.736489035,74.561615224,4,Computer
2021-06-24,headphones,67.571463797,68.736489035,6,Computer
2021-06-24,laptop,66.406438559,71.06653951,7,Computer
2021-06-24,ipad,61.746337607,62.911362845,8,Computer
2021-06-24,ssd,58.251261894,68.736489035,9,Computer
2021-06-24,airpods,57.086236656,61.746337607,10,Airpods
2021-06-25,monitor,70.071804204,73.69620787,1,Computer
2021-06-25,fan,70.071804204,70.071804204,1,Appliance
2021-06-25,tpm chip,70.071804204,74.904342425,1,Computer
2021-06-25,ssd,67.655535093,68.863669649,4,Computer
2021-06-25,keyboard,66.447400538,68.863669649,5,Computer
2021-06-25,invincible,64.031131428,68.863669649,6,Movie
2021-06-25,ps5,61.614862317,62.822996872,7,Toy & Games
2021-06-25,amazon ptime,60.406727762,64.031131428,8,Amazon
2021-06-25,mouse pad,60.406727762,62.822996872,8,Computer
2021-06-25,desk,53.157920431,57.990458652,10,Furniture
2021-06-25,xbox series x,53.157920431,54.366054986,10,Computer
2021-06-26,fan,98.496210183,109.916060639,1,Appliance
2021-06-26,portable air conditioner,88.503841034,98.496210183,2,Air Conditioner
2021-06-26,monitor,78.511471885,81.366434499,3,Computer
2021-06-26,portable ac,77.083990578,78.511471885,4,Air Conditioner
2021-06-26,tpm chip,72.801546657,77.083990578,5,Computer
2021-06-26,desk,69.946584043,75.656509271,6,Furniture
2021-06-26,invincible,68.519102736,74.229027964,7,Movie
2021-06-26,air conditioner,67.091621429,69.946584043,8,Air Conditioner
2021-06-26,headphones,65.664140122,65.664140122,9,Computer
2021-06-26,ssd,62.809177508,67.091621429,10,Computer
2021-06-27,air conditioner,145.956248162,162.47959701,1,Air Conditioner
2021-06-27,portable air conditioner,129.432899313,141.82541095,2,Air Conditioner
2021-06-27,portable ac,123.925116364,129.432899313,3,Air Conditioner
2021-06-27,fan,111.532604727,117.040387677,4,Appliance
2021-06-27,ps5,77.108961293,85.370635717,5,Toy & Games
2021-06-27,eggs,75.732015556,78.48590703,6,Grocery
2021-06-27,invincible,72.978124081,81.239798505,7,Movie
2021-06-27,headphones,71.601178343,74.355069818,8,Computer
2021-06-27,monitor,68.847286869,75.732015556,9,Computer
2021-06-27,keyboard,68.847286869,71.601178343,9,Computer
2021-06-27,ssd,68.847286869,71.601178343,9,Computer
2021-06-28,air conditioner,122.368194355,135.066780561,1,Air Conditioner
2021-06-28,portable air conditioner,118.904943571,132.757946706,2,Air Conditioner
2021-06-28,portable ac,117.750526643,122.368194355,3,Air Conditioner
2021-06-28,fan,115.441692788,120.059360499,4,Appliance
2021-06-28,rick and morty,81.963601879,86.581269591,5,Movie
2021-06-28,rick and morty season 5,81.963601879,83.118018807,5,Movie
2021-06-28,air conditioner portable,78.500351096,83.118018807,7,Air Conditioner
2021-06-28,ps5,68.110598745,69.265015673,8,Toy & Games
2021-06-28,laptop,65.801764889,68.110598745,9,Computer
2021-06-28,monitor,63.492931033,65.801764889,10,Computer
2021-06-29,air conditioner,100.626238308,102.939485165,1,Air Conditioner
2021-06-29,fan,93.686497735,97.156368021,2,Appliance
2021-06-29,portable air conditioner,89.06000402,92.529874306,3,Air Conditioner
2021-06-29,portable ac,84.433510304,86.746757162,4,Air Conditioner
2021-06-29,desk,75.180522874,82.120263447,5,Furniture
2021-06-29,ssd,68.240782301,68.240782301,6,Computer
2021-06-29,ps5,64.770912014,68.240782301,7,Toy & Games
2021-06-29,laptop,62.457665157,71.710652587,8,Computer
2021-06-29,office chair,57.831171441,58.98779487,9,Furniture
2021-06-29,toilet paper,56.674548012,57.831171441,10,Grocery
2021-06-30,fan,84.447994043,86.761637715,1,Appliance
2021-06-30,ps5,74.036597517,74.036597517,2,Toy & Games
2021-06-30,desk,67.0956665,70.566132008,3,Furniture
2021-06-30,headphones,62.468379155,65.938844663,4,Computer
2021-06-30,laptop,61.311557319,65.938844663,5,Computer
2021-06-30,office chair,54.370626301,56.684269974,6,Furniture
2021-06-30,ssd,54.370626301,57.84109181,6,Computer
2021-06-30,eggs,53.213804465,53.213804465,8,Grocery
2021-06-30,mouse,53.213804465,53.213804465,8,Computer
2021-06-30,usb hub,53.213804465,54.370626301,8,Computer
2021-07-01,locking outdoor outlet cover,100.44762652,100.44762652,1,Outdoor
2021-07-01,ps5,86.431678634,87.599674291,2,Toy & Games
2021-07-01,monitor,75.919717719,80.591700348,3,Computer
2021-07-01,ssd,65.407756804,66.575752461,4,Computer
2021-07-01,earbuds,61.903769832,64.239761147,5,Cellphone
2021-07-01,webcam,60.735774175,60.735774175,6,Computer
2021-07-01,mouse pad,60.735774175,61.903769832,6,Computer
2021-07-01,xbox series x,56.063791546,60.735774175,8,Computer
2021-07-01,laptop stand,56.063791546,58.399782861,8,Computer
2021-07-01,eggs,56.063791546,58.399782861,8,Grocery
2021-07-01,laptop,56.063791546,65.407756804,8,Computer
2021-07-02,toilet paper,62.900232129,66.600245783,1,Grocery
2021-07-02,headphones,62.900232129,66.600245783,1,Computer
2021-07-02,laptop,60.433556359,74.000273093,3,Computer
2021-07-02,the tomorrow war,59.200218474,62.900232129,4,Movie
2021-07-02,ps5,56.733542704,61.666894244,5,Toy & Games
2021-07-02,invincible,56.733542704,57.966880589,5,Movie
2021-07-02,tomorrow war,53.03352905,53.03352905,7,Movie
2021-07-02,ssd,53.03352905,54.266866935,7,Computer
